custom/best_energy,env16/episode_return_disc,env3/episode_return,env43/episode_return,env70/episode_return_disc,env66/episode_return_disc,env40/episode_return,env61/episode_return,env72/episode_return_disc,env44/episode_return_disc,env26/episode_return_disc,env61/episode_return_disc,env27/episode_return_disc,env25/episode_return,env32/episode_return_disc,env48/episode_return_disc,env5/episode_return,env38/episode_return_disc,env69/episode_return_disc,env71/episode_return_disc,env59/episode_return,env29/episode_return,env19/episode_return_disc,env51/episode_return_disc,env25/episode_return_disc,env49/episode_return,env36/episode_return,env14/episode_return,env37/episode_return,env4/episode_return,env37/episode_return_disc,env13/episode_return_disc,env64/episode_return_disc,env43/episode_return_disc,env31/episode_return_disc,env75/episode_return_disc,env30/episode_return,env48/episode_return,env39/episode_return_disc,env50/episode_return,env75/episode_return,env42/episode_return_disc,env73/episode_return,env57/episode_return_disc,env9/episode_return_disc,env30/episode_return_disc,env78/episode_return,env62/episode_return,env16/episode_return,env53/episode_return_disc,env70/episode_return,env6/episode_return_disc,env33/episode_return,env79/episode_return,env6/episode_return,env42/episode_return,env17/episode_return,env46/episode_return_disc,env67/episode_return,env62/episode_return_disc,env56/episode_return,env45/episode_return_disc,env68/episode_return,env7/episode_return_disc,env27/episode_return,env21/episode_return,env63/episode_return_disc,env66/episode_return,env74/episode_return,env2/episode_return_disc,env0/episode_return,env20/episode_return_disc,env17/episode_return_disc,env50/episode_return_disc,env29/episode_return_disc,env49/episode_return_disc,env9/episode_return,env12/episode_return,env22/episode_return,env23/episode_return_disc,env28/episode_return_disc,env0/episode_return_disc,env10/episode_return_disc,env76/episode_return_disc,env1/episode_return,env74/episode_return_disc,env58/episode_return,env5/episode_return_disc,env47/episode_return_disc,env52/episode_return_disc,env1/episode_return_disc,env53/episode_return,env19/episode_return,env24/episode_return_disc,env2/episode_return,env18/episode_return,env8/episode_return,env44/episode_return,env60/episode_return,env39/episode_return,env46/episode_return,env24/episode_return,env55/episode_return_disc,env23/episode_return,env54/episode_return,env65/episode_return_disc,env4/episode_return_disc,env79/episode_return_disc,env13/episode_return,env15/episode_return,env10/episode_return,env52/episode_return,env64/episode_return,env11/episode_return_disc,env7/episode_return,env56/episode_return_disc,env57/episode_return,env34/episode_return_disc,env21/episode_return_disc,env71/episode_return,env51/episode_return,env54/episode_return_disc,env77/episode_return,env36/episode_return_disc,env47/episode_return,env41/episode_return,env40/episode_return_disc,env32/episode_return,env65/episode_return,env3/episode_return_disc,env12/episode_return_disc,env55/episode_return,env18/episode_return_disc,env38/episode_return,env14/episode_return_disc,env73/episode_return_disc,env11/episode_return,env35/episode_return_disc,env58/episode_return_disc,env31/episode_return,env77/episode_return_disc,env78/episode_return_disc,env22/episode_return_disc,env8/episode_return_disc,env34/episode_return,env67/episode_return_disc,env35/episode_return,env60/episode_return_disc,env59/episode_return_disc,env28/episode_return,env68/episode_return_disc,env45/episode_return,env41/episode_return_disc,env69/episode_return,env72/episode_return,env76/episode_return,env15/episode_return_disc,env20/episode_return,env63/episode_return,env33/episode_return_disc,env26/episode_return,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/approx_kl,train/loss,train/clip_fraction,train/value_loss,train/entropy_loss
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.270347595214844,12.5,20.0,9.135173797607422,7.027056694030762,9.090909004211426,14.285714149475098,13.050248146057129,6.090115547180176,6.090115547180176,13.050248146057129,13.050248146057129,4.761904716491699,15.225289344787598,4.567586898803711,7.692307472229004,7.027056694030762,5.709483623504639,18.270347595214844,11.11111068725586,4.0,3.9718146324157715,5.709483623504639,4.350082874298096,7.142857074737549,7.692307472229004,4.761904716491699,7.692307472229004,9.090909004211426,7.027056694030762,4.807986259460449,7.027056694030762,18.270347595214844,4.807986259460449,4.152351379394531,4.0,5.0,4.350082874298096,12.5,4.545454502105713,3.9718146324157715,7.692307472229004,4.152351379394531,18.270347595214844,3.654069423675537,4.0,3.225806474685669,20.0,4.567586898803711,10.0,7.027056694030762,7.692307472229004,5.55555534362793,7.692307472229004,4.34782600402832,7.142857074737549,4.350082874298096,6.666666507720947,2.9468302726745605,6.666666507720947,13.050248146057129,9.090909004211426,7.027056694030762,14.285714149475098,5.0,6.5251240730285645,7.692307472229004,7.692307472229004,18.270347595214844,7.692307472229004,7.612644672393799,6.5251240730285645,11.418967247009277,3.654069423675537,6.5251240730285645,20.0,5.0,4.0,6.5251240730285645,15.225289344787598,7.027056694030762,9.135173797607422,4.350082874298096,16.66666603088379,7.027056694030762,9.090909004211426,7.027056694030762,7.027056694030762,3.8063223361968994,15.225289344787598,5.0,4.34782600402832,5.373631477355957,20.0,4.761904716491699,7.692307472229004,6.666666507720947,9.090909004211426,4.761904716491699,4.761904716491699,5.882352828979492,8.304702758789062,7.142857074737549,9.090909004211426,13.050248146057129,8.304702758789062,5.075096607208252,5.263157844543457,4.0,10.0,4.166666507720947,7.692307472229004,5.075096607208252,7.692307472229004,6.090115547180176,4.545454502105713,3.3833975791931152,4.567586898803711,20.0,6.25,8.304702758789062,4.545454502105713,7.027056694030762,7.692307472229004,4.545454502105713,8.304702758789062,16.66666603088379,14.285714149475098,11.418967247009277,4.567586898803711,9.090909004211426,4.350082874298096,7.692307472229004,4.350082874298096,7.027056694030762,5.55555534362793,7.027056694030762,8.304702758789062,5.263157844543457,4.152351379394531,3.654069423675537,3.654069423675537,7.027056694030762,3.7037036418914795,6.090115547180176,7.692307472229004,8.304702758789062,10.150193214416504,16.66666603088379,8.304702758789062,14.285714149475098,4.152351379394531,6.25,14.285714149475098,4.761904716491699,3.654069423675537,8.333333015441895,7.142857074737549,7.027056694030762,6.666666507720947,6.735397880000001,10.0,1600,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1,10.0,4,8.444203449999998,368,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0003,-0.03271989593363287,0.03279656171798706,4,0.012010165,7.777618408203125,0.04984375113854185,15.094234442710876,-6.340443813800812
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10.150193214416504,20.0,8.333333015441895,8.304702758789062,5.709483623504639,6.666666507720947,20.0,3.8063223361968994,3.654069423675537,8.304702758789062,18.270347595214844,3.654069423675537,7.692307472229004,6.090115547180176,4.152351379394531,4.0,18.270347595214844,10.150193214416504,7.027056694030762,4.761904716491699,14.285714149475098,8.304702758789062,4.567586898803711,7.027056694030762,9.090909004211426,4.0,5.55555534362793,9.090909004211426,11.11111068725586,8.304702758789062,3.513528347015381,5.075096607208252,7.612644672393799,13.050248146057129,7.027056694030762,4.0,4.545454502105713,9.135173797607422,3.7037036418914795,7.692307472229004,5.075096607208252,7.692307472229004,5.373631477355957,3.9718146324157715,3.654069423675537,7.142857074737549,5.0,11.11111068725586,4.152351379394531,9.090909004211426,15.225289344787598,14.285714149475098,11.11111068725586,16.66666603088379,5.55555534362793,5.882352828979492,7.027056694030762,7.692307472229004,4.567586898803711,6.666666507720947,3.654069423675537,9.090909004211426,6.5251240730285645,4.0,3.125,6.090115547180176,6.25,4.545454502105713,10.150193214416504,7.692307472229004,4.567586898803711,5.373631477355957,3.3833975791931152,13.050248146057129,8.304702758789062,4.34782600402832,6.666666507720947,4.166666507720947,4.567586898803711,10.150193214416504,7.027056694030762,5.373631477355957,5.075096607208252,5.55555534362793,4.152351379394531,4.34782600402832,3.654069423675537,10.150193214416504,7.027056694030762,5.075096607208252,4.545454502105713,9.090909004211426,5.075096607208252,11.11111068725586,11.11111068725586,12.5,4.0,5.882352828979492,10.0,7.692307472229004,5.55555534362793,18.270347595214844,5.0,20.0,7.027056694030762,10.150193214416504,10.150193214416504,3.846153736114502,12.5,5.882352828979492,7.692307472229004,5.55555534362793,8.304702758789062,7.142857074737549,6.090115547180176,5.882352828979492,4.567586898803711,2.8547418117523193,7.692307472229004,5.0,18.270347595214844,20.0,3.654069423675537,11.11111068725586,7.142857074737549,6.090115547180176,6.666666507720947,7.692307472229004,18.270347595214844,6.090115547180176,20.0,10.150193214416504,20.0,5.075096607208252,7.027056694030762,9.090909004211426,8.304702758789062,3.9718146324157715,14.285714149475098,18.270347595214844,6.5251240730285645,3.8063223361968994,11.418967247009277,5.0,7.027056694030762,9.090909004211426,5.373631477355957,4.350082874298096,11.11111068725586,8.304702758789062,4.0,6.5251240730285645,11.11111068725586,4.166666507720947,5.55555534362793,11.418967247009277,5.0,6.666666507720947,13.050248146057129,9.090909004211426,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
