custom/best_energy,env12/episode_return_disc,env60/episode_return_disc,env32/episode_return_disc,env54/episode_return,env74/episode_return,env36/episode_return,env32/episode_return,env70/episode_return_disc,env2/episode_return,env9/episode_return,env14/episode_return_disc,env19/episode_return_disc,env4/episode_return_disc,env48/episode_return,env51/episode_return_disc,env34/episode_return,env50/episode_return_disc,env17/episode_return,env63/episode_return,env22/episode_return_disc,env59/episode_return_disc,env43/episode_return,env15/episode_return,env58/episode_return,env74/episode_return_disc,env57/episode_return,env38/episode_return,env19/episode_return,env1/episode_return,env56/episode_return,env13/episode_return,env26/episode_return,env77/episode_return,env39/episode_return_disc,env48/episode_return_disc,env56/episode_return_disc,env45/episode_return,env76/episode_return,env41/episode_return,env5/episode_return,env67/episode_return_disc,env29/episode_return_disc,env65/episode_return,env62/episode_return,env6/episode_return,env46/episode_return_disc,env8/episode_return_disc,env21/episode_return_disc,env16/episode_return_disc,env30/episode_return_disc,env49/episode_return,env28/episode_return_disc,env67/episode_return,env58/episode_return_disc,env7/episode_return_disc,env23/episode_return,env33/episode_return,env34/episode_return_disc,env3/episode_return,env73/episode_return,env55/episode_return,env50/episode_return,env9/episode_return_disc,env63/episode_return_disc,env72/episode_return,env76/episode_return_disc,env46/episode_return,env39/episode_return,env35/episode_return,env71/episode_return,env21/episode_return,env23/episode_return_disc,env66/episode_return,env15/episode_return_disc,env0/episode_return,env35/episode_return_disc,env24/episode_return,env53/episode_return,env64/episode_return,env7/episode_return,env26/episode_return_disc,env42/episode_return_disc,env51/episode_return,env27/episode_return,env4/episode_return,env31/episode_return,env71/episode_return_disc,env47/episode_return_disc,env41/episode_return_disc,env47/episode_return,env54/episode_return_disc,env78/episode_return,env40/episode_return,env22/episode_return,env68/episode_return,env33/episode_return_disc,env40/episode_return_disc,env73/episode_return_disc,env6/episode_return_disc,env27/episode_return_disc,env14/episode_return,env11/episode_return_disc,env16/episode_return,env53/episode_return_disc,env79/episode_return,env64/episode_return_disc,env30/episode_return,env2/episode_return_disc,env8/episode_return,env25/episode_return,env52/episode_return,env20/episode_return,env37/episode_return,env17/episode_return_disc,env42/episode_return,env77/episode_return_disc,env43/episode_return_disc,env10/episode_return,env78/episode_return_disc,env69/episode_return,env13/episode_return_disc,env79/episode_return_disc,env59/episode_return,env18/episode_return,env20/episode_return_disc,env69/episode_return_disc,env0/episode_return_disc,env62/episode_return_disc,env66/episode_return_disc,env25/episode_return_disc,env49/episode_return_disc,env55/episode_return_disc,env75/episode_return_disc,env10/episode_return_disc,env18/episode_return_disc,env36/episode_return_disc,env29/episode_return,env68/episode_return_disc,env61/episode_return,env37/episode_return_disc,env45/episode_return_disc,env31/episode_return_disc,env60/episode_return,env44/episode_return_disc,env57/episode_return_disc,env38/episode_return_disc,env72/episode_return_disc,env3/episode_return_disc,env65/episode_return_disc,env12/episode_return,env70/episode_return,env24/episode_return_disc,env1/episode_return_disc,env28/episode_return,env44/episode_return,env52/episode_return_disc,env5/episode_return_disc,env11/episode_return,env75/episode_return,env61/episode_return_disc,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,rollout/ep_len_mean,time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/loss,train/entropy_loss,train/clip_range,train/n_updates,train/approx_kl,train/learning_rate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,10.0,2,3900,6,10.67044095,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1315625022398308,15.79110028743744,-0.046970364992012036,0.4939020276069641,6.635385036468506,-6.162981247901916,0.2,24,0.017460208,0.0003
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.225289344787598,11.418967247009277,15.225289344787598,16.66666603088379,11.11111068725586,3.846153736114502,16.66666603088379,15.225289344787598,4.34782600402832,10.0,3.9718146324157715,11.418967247009277,11.418967247009277,6.666666507720947,15.225289344787598,16.66666603088379,15.225289344787598,12.5,16.66666603088379,15.225289344787598,15.225289344787598,11.11111068725586,16.66666603088379,16.66666603088379,10.150193214416504,5.882352828979492,20.0,12.5,16.66666603088379,16.66666603088379,3.5714285373687744,16.66666603088379,20.0,15.225289344787598,6.090115547180176,15.225289344787598,16.66666603088379,1.6949152946472168,6.666666507720947,16.66666603088379,5.709483623504639,15.225289344787598,16.66666603088379,4.545454502105713,6.666666507720947,9.135173797607422,7.612644672393799,4.807986259460449,9.135173797607422,10.150193214416504,16.66666603088379,11.418967247009277,6.25,15.225289344787598,2.0761756896972656,20.0,2.6315789222717285,15.225289344787598,8.333333015441895,16.66666603088379,12.5,16.66666603088379,9.135173797607422,15.225289344787598,1.6949152946472168,1.5483344793319702,10.0,16.66666603088379,16.66666603088379,10.0,5.263157844543457,18.270347595214844,3.846153736114502,15.225289344787598,16.66666603088379,15.225289344787598,12.5,10.0,2.941176414489746,2.2727272510528564,15.225289344787598,6.5251240730285645,16.66666603088379,16.66666603088379,12.5,3.5714285373687744,9.135173797607422,15.225289344787598,6.090115547180176,16.66666603088379,15.225289344787598,4.0,16.66666603088379,16.66666603088379,16.66666603088379,2.4039931297302246,15.225289344787598,15.225289344787598,6.090115547180176,15.225289344787598,4.34782600402832,15.225289344787598,10.0,9.135173797607422,16.66666603088379,2.6868157386779785,11.11111068725586,3.9718146324157715,8.333333015441895,10.0,16.66666603088379,20.0,4.0,11.418967247009277,7.142857074737549,18.270347595214844,10.150193214416504,3.0303030014038086,3.654069423675537,8.333333015441895,3.2625620365142822,15.225289344787598,16.66666603088379,16.66666603088379,18.270347595214844,7.612644672393799,15.225289344787598,4.152351379394531,3.513528347015381,9.135173797607422,15.225289344787598,11.418967247009277,11.418967247009277,2.7682344913482666,15.225289344787598,3.513528347015381,16.66666603088379,15.225289344787598,16.66666603088379,3.654069423675537,15.225289344787598,3.2625620365142822,12.5,3.2625620365142822,5.373631477355957,18.270347595214844,1.5483344793319702,7.612644672393799,15.225289344787598,16.66666603088379,16.66666603088379,11.418967247009277,15.225289344787598,12.5,3.5714285373687744,15.225289344787598,15.225289344787598,16.66666603088379,12.5,15.225289344787598,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.8063223361968994,15.225289344787598,15.225289344787598,16.66666603088379,16.66666603088379,10.0,16.66666603088379,11.418967247009277,3.846153736114502,4.0,9.135173797607422,13.050248146057129,15.225289344787598,12.5,11.418967247009277,16.66666603088379,15.225289344787598,3.225806474685669,16.66666603088379,15.225289344787598,15.225289344787598,2.040816307067871,16.66666603088379,11.11111068725586,15.225289344787598,16.66666603088379,16.66666603088379,14.285714149475098,1.7241379022598267,16.66666603088379,16.66666603088379,16.66666603088379,2.3809523582458496,15.225289344787598,11.418967247009277,15.225289344787598,16.66666603088379,20.0,16.66666603088379,2.3809523582458496,15.225289344787598,15.225289344787598,16.66666603088379,4.166666507720947,20.0,9.135173797607422,15.225289344787598,3.8063223361968994,3.513528347015381,15.225289344787598,16.66666603088379,18.270347595214844,16.66666603088379,10.150193214416504,15.225289344787598,10.0,16.66666603088379,15.225289344787598,16.66666603088379,20.0,10.0,16.66666603088379,3.654069423675537,15.225289344787598,12.5,18.270347595214844,10.0,16.66666603088379,16.66666603088379,16.66666603088379,4.166666507720947,9.135173797607422,6.25,15.225289344787598,10.0,15.225289344787598,16.66666603088379,12.5,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,12.5,5.0,16.66666603088379,25.0,15.225289344787598,8.304702758789062,15.225289344787598,9.090909004211426,15.225289344787598,6.25,20.0,16.66666603088379,10.0,15.225289344787598,18.270347595214844,18.270347595214844,18.270347595214844,4.567586898803711,10.0,15.225289344787598,3.846153736114502,11.418967247009277,4.545454502105713,15.225289344787598,16.66666603088379,3.513528347015381,16.66666603088379,20.0,20.0,8.333333015441895,3.0303030014038086,2.9468302726745605,16.66666603088379,2.175041437149048,1.8643211126327515,16.66666603088379,5.709483623504639,3.125,15.225289344787598,4.152351379394531,16.66666603088379,16.66666603088379,7.612644672393799,2.8547418117523193,9.135173797607422,3.8063223361968994,5.709483623504639,18.270347595214844,15.225289344787598,9.135173797607422,9.135173797607422,15.225289344787598,15.225289344787598,9.135173797607422,16.66666603088379,9.135173797607422,1.6666666269302368,2.7682344913482666,15.225289344787598,22.837934494018555,16.66666603088379,7.612644672393799,15.225289344787598,15.225289344787598,11.418967247009277,15.225289344787598,15.225289344787598,4.166666507720947,12.5,15.225289344787598,1.575029969215393,20.0,8.333333015441895,18.270347595214844,2.175041437149048,16.66666603088379,10.0,1.522528886795044,10.0,12.74065161,11200,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200,10.0,2,4338,7,12.40550538,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17093750240746886,15.724272274971009,-0.052161996930954045,0.40663450956344604,7.548481464385986,-5.896761035919189,0.2,28,0.021692313,0.0003
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15.225289344787598,10.150193214416504,18.270347595214844,4.0,16.66666603088379,10.0,20.0,15.225289344787598,20.0,10.0,7.612644672393799,2.7682344913482666,2.8547418117523193,9.090909004211426,2.175041437149048,20.0,15.225289344787598,1.9607843160629272,5.0,3.150059938430786,13.050248146057129,10.0,16.66666603088379,12.5,15.225289344787598,16.66666603088379,8.333333015441895,3.0303030014038086,20.0,20.0,16.66666603088379,6.25,20.0,15.225289344787598,8.304702758789062,18.270347595214844,10.0,16.66666603088379,16.66666603088379,10.0,4.152351379394531,15.225289344787598,20.0,2.3255813121795654,16.66666603088379,15.225289344787598,18.270347595214844,15.225289344787598,15.225289344787598,10.150193214416504,1.9607843160629272,15.225289344787598,4.545454502105713,11.418967247009277,18.270347595214844,16.66666603088379,16.66666603088379,18.270347595214844,16.66666603088379,16.66666603088379,16.66666603088379,16.66666603088379,9.135173797607422,4.567586898803711,4.166666507720947,15.225289344787598,16.66666603088379,16.66666603088379,16.66666603088379,3.125,16.66666603088379,15.225289344787598,20.0,15.225289344787598,10.0,15.225289344787598,2.3255813121795654,12.5,2.702702760696411,20.0,5.709483623504639,11.418967247009277,2.3809523582458496,10.0,3.125,16.66666603088379,2.8547418117523193,15.225289344787598,15.225289344787598,16.66666603088379,3.654069423675537,16.66666603088379,16.66666603088379,3.4482758045196533,16.66666603088379,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,9.135173797607422,8.333333015441895,5.709483623504639,16.66666603088379,11.418967247009277,12.5,2.468965768814087,11.11111068725586,18.270347595214844,20.0,2.0833332538604736,20.0,14.285714149475098,1.8518518209457397,1.7912105321884155,12.5,18.270347595214844,9.135173797607422,3.846153736114502,15.225289344787598,9.090909004211426,15.225289344787598,11.418967247009277,14.285714149475098,4.545454502105713,13.050248146057129,8.304702758789062,9.135173797607422,2.1244590282440186,18.270347595214844,1.9031611680984497,1.7912105321884155,15.225289344787598,18.270347595214844,3.513528347015381,4.152351379394531,9.135173797607422,16.66666603088379,15.225289344787598,16.66666603088379,1.6916987895965576,9.135173797607422,15.225289344787598,11.11111068725586,15.225289344787598,15.225289344787598,7.612644672393799,3.8063223361968994,15.225289344787598,18.270347595214844,16.66666603088379,16.66666603088379,2.1244590282440186,18.270347595214844,16.66666603088379,16.66666603088379,18.270347595214844,9.135173797607422,6.25,20.0,15.225289344787598,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15.225289344787598,15.225289344787598,18.270347595214844,11.11111068725586,20.0,3.4482758045196533,20.0,1.5483344793319702,20.0,16.66666603088379,18.270347595214844,15.225289344787598,15.225289344787598,16.66666603088379,15.225289344787598,3.5714285373687744,9.135173797607422,5.882352828979492,20.0,15.225289344787598,13.050248146057129,10.0,16.66666603088379,16.66666603088379,18.270347595214844,1.9607843160629272,10.0,16.66666603088379,10.0,12.5,16.66666603088379,16.66666603088379,16.66666603088379,18.270347595214844,15.225289344787598,11.418967247009277,16.66666603088379,16.66666603088379,14.285714149475098,16.66666603088379,9.135173797607422,7.612644672393799,3.846153736114502,20.0,16.66666603088379,18.270347595214844,15.225289344787598,15.225289344787598,11.418967247009277,13.050248146057129,16.66666603088379,15.225289344787598,10.0,15.225289344787598,4.152351379394531,3.5714285373687744,16.66666603088379,3.2625620365142822,16.66666603088379,16.66666603088379,16.66666603088379,10.0,15.225289344787598,18.270347595214844,2.702702760696411,15.225289344787598,20.0,20.0,16.66666603088379,16.66666603088379,16.66666603088379,3.2625620365142822,16.66666603088379,15.225289344787598,3.225806474685669,15.225289344787598,16.66666603088379,11.11111068725586,1.7857142686843872,4.545454502105713,15.225289344787598,9.135173797607422,16.66666603088379,10.0,16.66666603088379,20.0,15.225289344787598,18.270347595214844,13.050248146057129,20.0,10.150193214416504,16.66666603088379,16.66666603088379,16.66666603088379,20.0,15.225289344787598,15.225289344787598,15.225289344787598,15.225289344787598,9.135173797607422,20.0,15.225289344787598,12.5,10.150193214416504,16.66666603088379,1.6312810182571411,14.285714149475098,18.270347595214844,16.66666603088379,5.0,16.66666603088379,2.222222328186035,10.0,5.373631477355957,10.0,15.225289344787598,9.135173797607422,5.55555534362793,15.225289344787598,20.0,15.225289344787598,15.225289344787598,14.285714149475098,10.0,2.030038595199585,18.270347595214844,2.9468302726745605,18.270347595214844,15.225289344787598,4.567586898803711,15.225289344787598,15.225289344787598,18.270347595214844,5.075096607208252,9.135173797607422,3.150059938430786,8.333333015441895,18.270347595214844,6.666666507720947,9.135173797607422,15.225289344787598,18.270347595214844,16.66666603088379,15.225289344787598,1.7912105321884155,9.135173797607422,2.468965768814087,15.225289344787598,3.513528347015381,16.66666603088379,1.6949152946472168,15.225289344787598,9.135173797607422,16.66666603088379,16.66666603088379,15.225289344787598,15.225289344787598,16.66666603088379,20.0,6.090115547180176,10.0,12.96294827,12800,,,,,,,,,,,,,,,
