value_decimal,initial_num_gates,lowest_gates,delta_gates
41400,14,13,1
41919,10,9,1
41346,14,14,0
40956,14,14,0
41623,13,12,1
41448,15,15,0
42100,11,11,0
41508,14,12,2
41625,13,13,0
42097,13,13,0
42220,8,8,0
41926,14,12,2
40553,18,15,3
42404,10,9,1
42162,15,12,3
42369,12,11,1
42088,14,13,1
42227,13,11,2
42216,13,13,0
42054,14,11,3
42420,10,9,1
42141,14,14,0
42006,18,15,3
42193,14,14,0
42465,9,8,1
42061,18,13,5
42329,12,11,1
42610,12,10,2
42326,13,12,1
42604,12,11,1
42623,13,13,0
42684,14,14,0
42595,12,11,1
42391,13,12,1
42655,13,13,0
42649,11,10,1
42646,11,10,1
42434,14,13,1
43074,12,12,0
42130,17,14,3
42584,14,13,1
42718,13,12,1
42719,14,14,0
43138,13,10,3
42958,14,12,2
42057,22,16,6
42896,15,15,0
43140,13,12,1
43151,9,8,1
43147,12,12,0
43143,14,12,2
42894,15,15,0
43137,14,12,2
43153,14,11,3
43150,13,11,2
42721,15,12,3
43156,15,12,3
43164,11,11,0
42938,12,12,0
43145,15,12,3
43165,11,10,1
43157,11,12,-1
43160,12,12,0
43161,11,10,1
43167,12,12,0
43159,12,12,0
43163,13,11,2
43179,8,7,1
43196,9,8,1
43182,10,9,1
43177,11,10,1
43181,11,10,1
43197,12,10,2
43139,14,10,4
43199,9,7,2
43185,11,10,1
43198,13,10,3
43154,16,14,2
43204,13,9,4
43220,13,10,3
43205,15,12,3
43214,11,12,-1
43190,16,15,1
43158,18,15,3
43213,13,12,1
43263,6,6,0
43246,10,8,2
43228,8,7,1
43211,14,13,1
42910,18,16,2
43210,10,10,0
43231,10,9,1
43242,10,9,1
43225,12,11,1
43247,10,8,2
43245,13,11,2
43223,13,12,1
43262,10,9,1
43227,13,13,0
43241,13,13,0
43243,10,10,0
43222,15,13,2
43226,12,11,1
43432,10,9,1
43435,9,9,0
43437,12,10,2
43461,11,11,0
43434,10,9,1
43416,13,12,1
43456,16,12,4
43413,11,10,1
43391,14,12,2
43420,13,12,1
43421,14,12,2
43460,16,13,3
43477,11,10,1
43497,14,13,1
43423,14,12,2
43481,12,11,1
43465,12,11,1
43480,14,13,1
43346,13,12,1
43468,10,9,1
43499,16,13,3
43502,14,13,1
43496,17,14,3
43691,9,7,2
43454,17,14,3
43498,16,15,1
43487,15,13,2
43624,14,12,2
43711,6,6,0
43708,12,11,1
43519,10,9,1
43678,15,14,1
43414,17,15,2
43516,10,9,1
43466,18,13,5
43436,13,12,1
43693,10,10,0
43518,14,12,2
43714,12,12,0
43710,11,9,2
43715,11,8,3
43713,14,11,3
43689,11,10,1
43692,9,8,1
43506,16,16,0
43723,12,10,2
43719,13,10,3
43709,14,13,1
43483,18,14,4
43725,11,8,3
43736,10,9,1
43718,11,10,1
43740,10,9,1
43738,9,9,0
43735,12,12,0
43759,7,7,0
43737,13,11,2
43772,9,8,1
43743,9,8,1
43755,11,8,3
43734,12,11,1
43752,11,9,2
43739,14,13,1
43774,8,8,0
43967,11,9,2
43721,12,11,1
43773,10,9,1
43971,12,9,3
43972,13,11,2
43888,11,11,0
43975,14,12,2
43969,15,11,4
43976,13,12,1
43980,10,9,1
43970,17,14,3
43989,12,10,2
43977,15,12,3
43966,15,12,3
43988,14,12,2
43979,12,9,3
43991,12,10,2
43978,14,11,3
43964,13,13,0
43996,14,10,4
43992,14,11,3
44011,12,9,3
43993,15,11,4
43999,12,9,3
43974,16,14,2
44008,14,11,3
43997,13,9,4
44010,14,9,5
44015,7,7,0
43956,15,13,2
43990,16,15,1
44012,12,11,1
44014,12,9,3
43926,17,15,2
43995,16,12,4
44028,10,10,0
44013,16,13,3
43994,16,13,3
44029,12,10,2
44009,16,15,1
44213,13,11,2
44224,11,9,2
44228,14,12,2
44244,15,11,4
44222,15,12,3
44268,5,5,0
44252,10,9,1
44255,12,11,1
44232,10,11,-1
44238,9,9,0
44270,7,6,1
44245,17,12,5
44229,13,13,0
44266,9,9,0
44254,13,13,0
44276,11,11,0
44234,10,9,1
44257,16,14,2
44247,14,13,1
44269,14,11,3
44280,12,10,2
44277,11,8,3
44279,12,10,2
44258,13,13,0
44273,14,11,3
44285,10,8,2
44226,14,13,1
44259,13,11,2
44274,13,13,0
44421,11,10,1
44282,11,11,0
44235,18,14,4
44286,12,9,3
44281,14,13,1
44263,14,14,0
44497,16,14,2
44509,8,8,0
44452,12,10,2
44233,18,13,5
44501,14,9,5
44435,17,15,2
44512,12,11,1
44362,15,14,1
44527,14,9,5
44496,14,12,2
44528,11,9,2
44508,12,12,0
44521,12,11,1
44526,12,10,2
44505,14,14,0
44504,13,11,2
44529,13,10,3
44514,14,13,1
44530,12,11,1
44541,10,7,3
44513,13,10,3
44506,13,11,2
44503,12,10,2
44543,9,8,1
44522,13,13,0
44537,15,15,0
44688,15,12,3
44538,15,11,4
44510,14,12,2
44742,13,12,1
44507,17,15,2
44534,14,14,0
44770,10,9,1
44782,5,5,0
44539,15,12,3
44768,8,8,0
44772,11,9,2
44776,11,11,0
44780,8,8,0
44778,10,8,2
44783,11,8,3
44542,15,12,3
44713,16,14,2
44784,9,8,1
44518,16,14,2
44787,9,9,0
44755,14,13,1
44774,12,12,0
44785,13,10,3
44771,12,12,0
44601,16,14,2
44799,7,7,0
44779,15,11,4
44791,11,9,2
44769,15,14,1
44796,9,8,1
44798,8,8,0
44915,8,8,0
44794,11,8,3
45020,9,9,0
44797,11,9,2
44790,14,11,3
44651,17,16,1
45044,12,10,2
45047,12,9,3
45032,14,13,1
45041,13,12,1
45043,10,8,2
45053,13,10,3
45048,11,9,2
45042,10,9,1
45052,11,9,2
44777,17,16,1
45051,11,9,2
45594,11,11,0
45054,12,10,2
45267,13,12,1
45778,12,12,0
45414,14,13,1
45759,12,8,4
45447,14,14,0
45049,15,14,1
45603,12,11,1
45462,18,16,2
45807,12,12,0
45291,13,12,1
45547,15,13,2
45786,14,13,1
45281,15,15,0
45161,17,16,1
45342,15,13,2
46051,10,10,0
46192,12,11,1
46027,13,11,2
45673,17,17,0
46102,13,10,3
46042,14,13,1
45366,13,12,1
46106,13,13,0
46404,12,10,2
46325,12,11,1
46251,15,13,2
46455,12,10,2
46296,15,12,3
45931,16,14,2
46986,13,11,2
46978,13,11,2
46278,16,16,0
47048,11,11,0
47146,11,11,0
47045,13,11,2
46741,14,12,2
46790,13,11,2
46723,14,14,0
46419,12,12,0
47244,11,9,2
46273,14,13,1
47070,14,12,2
46627,17,14,3
46797,14,14,0
47237,14,14,0
46690,16,15,1
46307,15,14,1
47250,14,14,0
46966,13,13,0
47265,14,13,1
47206,15,13,2
47233,14,12,2
47824,9,9,0
47251,13,13,0
47577,11,8,3
48018,13,11,2
47630,11,10,1
47592,14,13,1
47623,11,11,0
47567,13,12,1
48320,12,11,1
47297,16,16,0
48094,14,13,1
48336,12,12,0
48099,13,13,0
47822,11,10,1
48348,12,11,1
48137,16,14,2
47511,14,14,0
48349,14,12,2
48335,13,11,2
48380,7,7,0
48321,17,15,2
48328,12,11,1
48364,10,8,2
48331,12,11,1
48322,16,15,1
48381,12,10,2
48326,16,14,2
48383,9,8,1
48333,17,13,4
48382,14,10,4
48323,14,11,3
48345,16,15,1
48363,14,12,2
48366,12,9,3
48351,15,13,2
48330,14,13,1
48532,14,13,1
48342,18,18,0
48605,10,8,2
48367,14,10,4
48597,14,13,1
48620,12,10,2
48581,14,13,1
48518,15,15,0
48637,12,8,4
48361,15,14,1
48636,11,9,2
48622,15,12,3
48603,14,11,3
48612,14,13,1
48491,19,16,3
48628,14,11,3
48639,13,9,4
48595,14,11,3
48599,17,15,2
48631,13,12,1
48878,10,8,2
48840,13,11,2
48617,14,14,0
48638,15,13,2
48614,16,15,1
48894,9,8,1
48619,18,16,2
48879,14,11,3
48892,9,8,1
48874,15,11,4
48895,10,9,1
49151,7,7,0
48888,12,11,1
48866,15,12,3
48885,13,11,2
49283,12,10,2
48598,19,16,3
48611,16,16,0
48606,18,16,2
48893,15,13,2
48875,14,11,3
49150,12,11,1
49148,13,9,4
49094,14,14,0
49472,14,12,2
49366,14,12,2
49662,13,13,0
49598,16,13,3
49847,12,12,0
49917,12,12,0
49839,12,12,0
50640,11,9,2
50551,12,9,3
49559,18,17,1
50599,13,11,2
51084,12,12,0
49804,12,11,1
49438,13,12,1
51045,13,12,1
50788,12,11,1
49820,16,15,1
49780,14,12,2
50939,15,15,0
51157,12,8,4
50868,16,16,0
51059,12,10,2
50889,12,11,1
51134,17,14,3
51097,14,12,2
51445,11,10,1
51365,11,11,0
49709,14,13,1
50643,15,19,-4
51364,12,12,0
51105,14,14,0
51190,16,14,2
49836,12,11,1
51066,16,14,2
51634,17,14,3
50990,13,13,0
51643,11,9,2
51707,9,9,0
51613,12,12,0
51478,16,13,3
51530,15,15,0
51620,16,15,1
51888,12,12,0
51607,15,15,0
50904,14,13,1
49500,13,14,-1
51899,11,8,3
51936,10,8,2
51889,12,13,-1
51701,13,12,1
51879,15,15,0
51887,11,8,3
51951,11,8,3
51883,14,11,3
51944,11,12,-1
52202,11,9,2
51862,18,14,4
51654,12,10,2
52122,15,15,0
52159,13,10,3
51949,14,14,0
52414,11,10,1
52603,11,11,0
52459,12,11,1
52721,13,10,3
52691,12,10,2
52978,12,9,3
53171,10,7,3
52923,10,8,2
52919,11,11,0
52439,13,12,1
52149,16,14,2
52855,11,8,3
52695,14,12,2
52798,10,9,1
53710,14,12,2
52699,16,13,3
52963,13,11,2
52971,13,11,2
53799,13,12,1
52574,14,14,0
53902,13,13,0
54131,10,8,2
51686,15,13,2
53528,14,13,1
52967,14,11,3
53929,18,14,4
54354,15,13,2
54175,10,9,1
54525,12,11,1
54423,14,13,1
54399,13,13,0
54477,12,9,3
54504,12,11,1
54265,15,12,3
54375,15,13,2
54780,10,8,2
54071,12,12,0
54378,16,14,2
54134,15,13,2
54622,14,14,0
55338,9,9,0
55189,13,13,0
55018,13,11,2
54981,17,17,0
55291,13,13,0
54969,15,14,1
55317,12,11,1
55153,14,12,2
54636,15,15,0
55245,14,12,2
54633,16,15,1
55523,14,14,0
55463,13,11,2
54824,17,14,3
55495,14,13,1
55271,14,13,1
55716,14,13,1
55476,15,13,2
55971,14,13,1
55081,16,14,2
55844,16,16,0
55736,14,14,0
54883,16,14,2
55657,12,12,0
56021,10,9,1
56507,12,9,3
55529,17,17,0
55992,13,13,0
54953,21,19,2
56444,11,9,2
55986,14,15,-1
55982,13,13,0
56813,10,10,0
56531,11,11,0
56101,15,14,1
54888,20,19,1
56798,11,11,0
57011,11,11,0
56317,13,12,1
57339,12,11,1
57058,14,14,0
56033,15,13,2
57805,13,12,1
57808,14,13,1
56535,14,13,1
58009,14,13,1
57892,14,12,2
58223,11,10,1
58318,13,11,2
57257,15,13,2
58028,12,12,0
57081,16,14,2
58558,15,12,3
59384,15,11,4
58297,15,11,4
57652,14,12,2
58358,15,14,1
59197,15,15,0
58296,14,14,0
59351,13,12,1
59520,11,11,0
59030,13,12,1
59278,14,14,0
58873,14,13,1
59414,16,15,1
59535,14,10,4
58443,13,12,1
59521,18,16,2
59531,17,12,5
58716,13,12,1
59545,14,11,3
59526,17,13,4
59544,13,12,1
57716,16,13,3
59522,13,12,1
59546,16,13,3
59562,9,8,1
59523,15,12,3
59541,16,14,2
59542,18,18,0
59553,15,15,0
59563,14,11,3
59561,16,14,2
59626,9,8,1
59566,11,10,1
58774,21,15,6
59594,11,12,-1
59567,13,9,4
59580,13,12,1
59588,13,11,2
59565,14,15,-1
59615,15,12,3
59647,9,9,0
59630,9,9,0
59625,15,14,1
59604,12,10,2
59629,11,11,0
59631,11,9,2
59550,18,14,4
59685,12,11,1
59755,15,15,0
59787,15,10,5
59766,15,14,1
59816,12,10,2
59821,11,10,1
59817,13,12,1
59819,14,12,2
59801,11,10,1
59815,15,15,0
59807,17,15,2
59880,14,13,1
59614,15,14,1
59883,14,12,2
59882,13,12,1
59812,16,14,2
59887,16,11,5
60074,6,6,0
59783,15,13,2
59871,16,15,1
59886,13,12,1
59850,16,16,0
59903,13,12,1
60072,10,10,0
59837,15,15,0
59799,21,18,3
59804,17,14,3
59854,16,14,2
59836,14,13,1
60079,11,8,3
60075,14,10,4
60078,10,9,1
59798,18,15,3
59888,13,12,1
60106,6,6,0
60095,10,9,1
59902,17,14,3
60099,12,10,2
60073,18,15,3
60076,9,9,0
60111,9,7,2
60097,15,12,3
60117,8,7,1
60102,14,14,0
60110,8,7,1
60103,12,10,2
59806,16,13,3
60107,11,10,1
60094,15,11,4
60120,12,10,2
60142,6,6,0
60159,6,6,0
60119,12,10,2
60127,9,8,1
60077,15,12,3
60136,10,9,1
60139,12,10,2
60116,14,11,3
60123,14,12,2
60143,8,7,1
60124,13,10,3
60140,9,7,2
60158,11,9,2
60157,14,11,3
60137,14,13,1
60394,11,9,2
60366,13,11,2
60399,9,8,1
60392,11,11,0
60415,10,9,1
60372,14,12,2
60375,13,10,3
60603,11,8,3
60666,10,9,1
60376,13,12,1
60393,15,12,3
60412,14,11,3
60390,14,12,2
60604,10,9,1
60397,15,13,2
60407,13,12,1
60643,10,10,0
60350,14,12,2
60374,17,14,3
60342,14,14,0
60888,15,14,1
60881,15,12,3
60895,14,11,3
60379,14,12,2
60889,13,13,0
61154,9,8,1
60651,13,12,1
61158,8,8,0
61152,7,7,0
60923,13,12,1
60348,14,12,2
61162,7,7,0
60988,9,9,0
61150,10,9,1
61160,10,10,0
60926,14,12,2
61167,9,7,2
61171,11,8,3
60349,18,15,3
61170,9,9,0
61169,10,10,0
61182,8,8,0
61116,13,12,1
61159,12,10,2
61178,9,8,1
61439,8,8,0
61179,10,9,1
61175,13,9,4
60918,16,14,2
61434,10,9,1
61165,11,10,1
61416,11,10,1
61174,11,10,1
61153,11,10,1
61161,14,13,1
61435,14,10,4
61478,11,11,0
61729,11,8,3
61438,11,10,1
61465,11,11,0
61433,15,13,2
61177,15,12,3
61431,12,12,0
62372,13,10,3
61430,15,13,2
62296,13,14,-1
63947,14,13,1
65262,7,7,0
64492,13,11,2
65258,10,10,0
62091,14,14,0
63130,13,11,2
65279,9,9,0
63891,13,10,3
65534,10,10,0
63075,14,11,3
64980,12,12,0
62358,14,14,0
65263,11,10,1
64193,14,11,3
65256,13,13,0
62313,13,13,0
63703,15,14,1
65259,15,12,3
62699,15,14,1
63208,15,14,1
65257,17,14,3
63209,15,14,1
